NIMI ;OSOITE;POSTINUMERO;KUNTA;LUVAN ALKUPÄIVÄ;LUVAN SELITE;OSASTON NIMI;ASIAKASPAIKAT;
Oulujokilaakson Golf-kahvila;Golffarintie 60;91500;Muhos;1.5.2020;Ann.lupa sis. vähittäismyynnin;Kahvila;8;
Oulujokilaakson Golf-kahvila;Golffarintie 60;91500;Muhos;1.5.2020;Ann.lupa sis. vähittäismyynnin;Kokoustila;12;
Oulun Baari Maikkula;Haaransuontie 1;90240;Oulu;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Kabinetti;68;
Oulun Baari Maikkula;Haaransuontie 1;90240;Oulu;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi (1.4.-31.10);24;
Oulun Baari Maikkula;Haaransuontie 1;90240;Oulu;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Kahvila;51;
Oulun Golfhalli;Sälpäkuja 7;90630;Oulu;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Simulaattori;10;
Oulun Golfhalli;Sälpäkuja 7;90630;Oulu;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Kahvio;50;
Oulun Jäähallin kahvila-ravintola;Teuvo Pakkalankatu 11;90130;Oulu;14.9.2000;Anniskelu A, kaikki alkoholijuomat;H-G nurk. kenttätaso;112;
Oulun Jäähallin kahvila-ravintola;Teuvo Pakkalankatu 11;90130;Oulu;14.9.2000;Anniskelu A, kaikki alkoholijuomat;Aitioiden 2-10 katsomot;173;
Oulun Jäähallin kahvila-ravintola;Teuvo Pakkalankatu 11;90130;Oulu;14.9.2000;Anniskelu A, kaikki alkoholijuomat;Kärppäklubi;250;
Oulun Jäähallin kahvila-ravintola;Teuvo Pakkalankatu 11;90130;Oulu;14.9.2000;Anniskelu A, kaikki alkoholijuomat;Aitiot  10 kpl;145;
Oulun Jäähallin kahvila-ravintola;Teuvo Pakkalankatu 11;90130;Oulu;14.9.2000;Anniskelu A, kaikki alkoholijuomat;Alakerran Vip-huone, 1.krs.;30;
Oulun Jäähallin kahvila-ravintola;Teuvo Pakkalankatu 11;90130;Oulu;14.9.2000;Anniskelu A, kaikki alkoholijuomat;Otteluisännän klubihuone;40;
Oulun Jäähallin kahvila-ravintola;Teuvo Pakkalankatu 11;90130;Oulu;14.9.2000;Anniskelu A, kaikki alkoholijuomat;P-käyt.nurkka ja tupak.alue;400;
Oulun Jäähallin kahvila-ravintola;Teuvo Pakkalankatu 11;90130;Oulu;14.9.2000;Anniskelu A, kaikki alkoholijuomat;M-L nurk. kenttätaso;110;
Oulun Jäähallin kahvila-ravintola;Teuvo Pakkalankatu 11;90130;Oulu;14.9.2000;Anniskelu A, kaikki alkoholijuomat;Dry Ice Loungen katsomo-osa;30;
Oulun Jäähallin kahvila-ravintola;Teuvo Pakkalankatu 11;90130;Oulu;14.9.2000;Anniskelu A, kaikki alkoholijuomat;Ravintola Routa;250;
Oulun Jäähallin kahvila-ravintola;Teuvo Pakkalankatu 11;90130;Oulu;14.9.2000;Anniskelu A, kaikki alkoholijuomat;Dry Ice Lounge;40;
Oulun Jäähallin kahvila-ravintola;Teuvo Pakkalankatu 11;90130;Oulu;14.9.2000;Anniskelu A, kaikki alkoholijuomat;E-käyt.ja tupak.alue;550;
Oulun Kathmandu;Pakkahuoneenkatu 8;90100;Oulu;9.12.2016;Anniskelu A, kaikki alkoholijuomat;Sali;50;
Oulun Kathmandu;Pakkahuoneenkatu 8;90100;Oulu;9.12.2016;Anniskelu A, kaikki alkoholijuomat;Terassi;16;
Oulun Pannukakkutalo;Aittatori 9;90100;Oulu;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolasali 1 krs;20;
Oulun Pannukakkutalo;Aittatori 9;90100;Oulu;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolasali 2. krs;26;
Oulun Pannukakkutalo;Aittatori 9;90100;Oulu;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ulkoterassi;44;
Oulun Vanha Paloasema;Kauppurienkatu 24 A;90100;Oulu;14.10.2009;Anniskelu A, kaikki alkoholijuomat;Grill It!;155;
Oulun Vanha Paloasema;Kauppurienkatu 24 A;90100;Oulu;14.10.2009;Anniskelu A, kaikki alkoholijuomat;Saunakabinetti/Viinikabinetti;25;
Oulun Vanha Paloasema;Kauppurienkatu 24 A;90100;Oulu;14.10.2009;Anniskelu A, kaikki alkoholijuomat;Patio;230;
Oulun Vanha Paloasema;Kauppurienkatu 24 A;90100;Oulu;14.10.2009;Anniskelu A, kaikki alkoholijuomat;Baari;255;
Oulun Vanha Paloasema;Kauppurienkatu 24 A;90100;Oulu;14.10.2009;Anniskelu A, kaikki alkoholijuomat;Paloaseman ullakko;190;
Oulun Verona;Puusepänkatu 4 B;90130;Oulu;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;40;
Oulunkylän Kotipizza;Siltavoudintie 9-11;640;Helsinki;1.6.2019;Ann.lupa sis. vähittäismyynnin;ravintola;24;
Oulunkylän Kotipizza;Siltavoudintie 9-11;640;Helsinki;1.6.2019;Ann.lupa sis. vähittäismyynnin;terassi;8;
Ounas Ateria;Ounasvaarantie 15;96400;Rovaniemi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sivuterassi;40;
Ounas Ateria;Ounasvaarantie 15;96400;Rovaniemi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sali 1;60;
Ounas Ateria;Ounasvaarantie 15;96400;Rovaniemi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sali 2;40;
Ounas Ateria;Ounasvaarantie 15;96400;Rovaniemi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Etuterassi;16;
Ounasjoen Poropirtti;Ounasjoen itäpuolentie 1049;96900;Rovaniemi;28.2.2011;Anniskelu A, kaikki alkoholijuomat;Kammi;50;
Ounasjoen Poropirtti;Ounasjoen itäpuolentie 1049;96900;Rovaniemi;28.2.2011;Anniskelu A, kaikki alkoholijuomat;Ulkotulialue;200;
Ounasjoen Poropirtti;Ounasjoen itäpuolentie 1049;96900;Rovaniemi;28.2.2011;Anniskelu A, kaikki alkoholijuomat;Vasakabinetti;20;
Ounasjoen Poropirtti;Ounasjoen itäpuolentie 1049;96900;Rovaniemi;28.2.2011;Anniskelu A, kaikki alkoholijuomat;Pääpirtti;120;
Ounaskosken Leirintäalue;Jäämerentie 1;96200;Rovaniemi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sali;22;
Outokummun Golf Seuran klubi;Keretintie 1;83500;Outokumpu;1.6.2018;Ann.lupa sis. vähittäismyynnin;Paviljonki ja aidattu alue;14;
Outokummun Golf Seuran klubi;Keretintie 1;83500;Outokumpu;1.6.2018;Ann.lupa sis. vähittäismyynnin;Klubi;3;
Outokummun Golf Seuran klubi;Keretintie 1;83500;Outokumpu;1.6.2018;Ann.lupa sis. vähittäismyynnin;Terassi;10;
Oxen Cafe;Bergö;25910;Kemiönsaari;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sali;15;
Oy Arctic Land Adventure Ltd;Käsivarrentie 12411;99490;Enontekiö;2.1.2019;Anniskelu A, kaikki alkoholijuomat;Iso kota;40;
Oy Arctic Land Adventure Ltd;Käsivarrentie 12411;99490;Enontekiö;2.1.2019;Anniskelu A, kaikki alkoholijuomat;Saunatilat;10;
Oy Arctic Land Adventure Ltd;Käsivarrentie 12411;99490;Enontekiö;2.1.2019;Anniskelu A, kaikki alkoholijuomat;Päärakennuksen tupa;8;
Oy Fondis Ab:n ravintolat;Hovioikeudenpuistikko 15;65100;Vaasa;19.12.1966;Anniskelu A, kaikki alkoholijuomat;Patio (sisäpihan terassi);450;
Oy Fondis Ab:n ravintolat;Hovioikeudenpuistikko 15;65100;Vaasa;19.12.1966;Anniskelu A, kaikki alkoholijuomat;Brasserie & Bar Fondis 1. krs;220;
Oy Fondis Ab:n ravintolat;Hovioikeudenpuistikko 15;65100;Vaasa;19.12.1966;Anniskelu A, kaikki alkoholijuomat;Saunatila;40;
Oy Fondis Ab:n ravintolat;Hovioikeudenpuistikko 15;65100;Vaasa;19.12.1966;Anniskelu A, kaikki alkoholijuomat;Fontana Club, 2. krs;705;
Oy Fondis Ab:n ravintolat;Hovioikeudenpuistikko 15;65100;Vaasa;19.12.1966;Anniskelu A, kaikki alkoholijuomat;Fontana terassi, 2. krs;120;
Oy Fondis Ab:n ravintolat;Hovioikeudenpuistikko 15;65100;Vaasa;19.12.1966;Anniskelu A, kaikki alkoholijuomat;Tørst Company, kellarikerros;240;
Oy Fondis Ab:n ravintolat;Hovioikeudenpuistikko 15;65100;Vaasa;19.12.1966;Anniskelu A, kaikki alkoholijuomat;Terassi, katutaso;60;
Oy Thai Style Ab;Industrivägen 2 B 1;66100;Maalahti;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;32;
Oy Thai Style Ab;Industrivägen 2 B 1;66100;Maalahti;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ulkoalue;18;
Ozaki Sushi;Tulliportinkatu 46-48;70110;Kuopio;1.8.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;50;
O´Learys Forum Helsinki Bar &;Mannerheimintie 20 A 1;100;Helsinki;1.9.2013;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;200;
O´Learys Forum Helsinki Bar &;Mannerheimintie 20 A 1;100;Helsinki;1.9.2013;Anniskelu A, kaikki alkoholijuomat;Terassi Kukontori;77;
O´Learys Iso Omena;Suomenlahdentie 1;2230;Espoo;1.8.2016;Anniskelu A, kaikki alkoholijuomat;RAY;100;
O´Learys Iso Omena;Suomenlahdentie 1;2230;Espoo;1.8.2016;Anniskelu A, kaikki alkoholijuomat;O´Learys Iso Omena;350;
O´Learys Iso Omena;Suomenlahdentie 1;2230;Espoo;1.8.2016;Anniskelu A, kaikki alkoholijuomat;Terassi;8;
O´Learys Sello Leppävaara;Leppävaarankatu 3-9;2600;Espoo;1.10.2015;Anniskelu A, kaikki alkoholijuomat;O´Learys Sello;500;
O´Learys Sello Leppävaara;Leppävaarankatu 3-9;2600;Espoo;1.10.2015;Anniskelu A, kaikki alkoholijuomat;RAY;120;
O´Learys Tripla;Firdonkatu 2 B 3018;520;Helsinki;16.10.2019;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;207;
PAVIS;Pavisvägen 2;68600;Pietarsaari;8.4.2016;Anniskelu A, kaikki alkoholijuomat;Restaurangsal;90;
PAVIS;Pavisvägen 2;68600;Pietarsaari;8.4.2016;Anniskelu A, kaikki alkoholijuomat;Kabinett 1;30;
PAVIS;Pavisvägen 2;68600;Pietarsaari;8.4.2016;Anniskelu A, kaikki alkoholijuomat;Kabinett 2;50;
PAVIS;Pavisvägen 2;68600;Pietarsaari;8.4.2016;Anniskelu A, kaikki alkoholijuomat;Terrass 2 (stora);120;
PAVIS;Pavisvägen 2;68600;Pietarsaari;8.4.2016;Anniskelu A, kaikki alkoholijuomat;Terrass 1 (lilla);40;
PEPO:n ottelubaari;Urheilukatu;53100;Lappeenranta;9.6.2020;Määräaikainen A, kaikki alkoholijuomat;Aurinkokatsomon eteläiset osat (2);450;
PEPO:n ottelubaari;Urheilukatu;53100;Lappeenranta;9.6.2020;Määräaikainen A, kaikki alkoholijuomat;Aurinkokatsomon ylätasanne ja katos;250;
PEPO:n ottelubaari;Urheilukatu;53100;Lappeenranta;9.6.2020;Määräaikainen A, kaikki alkoholijuomat;Sisätilan huone;48;
PEPO:n ottelubaari;Urheilukatu;53100;Lappeenranta;9.6.2020;Määräaikainen A, kaikki alkoholijuomat;Maaliviivan katsomo;100;
PLATITO - Hispanic Filipino;Hämeentie 94 L 3;550;Helsinki;1.11.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;12;
POP RAVINTOLA - pizza pop -;Kinnarinkatu 1;4430;Järvenpää;27.3.2018;Ann.lupa sis. vähittäismyynnin;Take away;20;
POP RAVINTOLA - pizza pop -;Kinnarinkatu 1;4430;Järvenpää;27.3.2018;Ann.lupa sis. vähittäismyynnin;Take away -patio;10;
POP RAVINTOLA - pizza pop -;Kinnarinkatu 1;4430;Järvenpää;27.3.2018;Ann.lupa sis. vähittäismyynnin;Kabinetti;15;
POP RAVINTOLA - pizza pop -;Kinnarinkatu 1;4430;Järvenpää;27.3.2018;Ann.lupa sis. vähittäismyynnin;Restaurant -patio;35;
POP RAVINTOLA - pizza pop -;Kinnarinkatu 1;4430;Järvenpää;27.3.2018;Ann.lupa sis. vähittäismyynnin;Restaurant;20;
PRT Tilausravintola;Kauhajoentie 688;66300;Kurikka;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;50;
PRT Tilausravintola;Kauhajoentie 688;66300;Kurikka;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;50;
PRT Tilausravintola;Kauhajoentie 688;66300;Kurikka;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Lasitettu terassi;30;
PUB RUORIMIES;Yläkaupinkuja 2;2360;Espoo;7.8.2018;Anniskelu A, kaikki alkoholijuomat;Baarisali katutaso;70;
PUB RUORIMIES;Yläkaupinkuja 2;2360;Espoo;7.8.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;24;
PUB RUORIMIES;Yläkaupinkuja 2;2360;Espoo;7.8.2018;Anniskelu A, kaikki alkoholijuomat;Pubsali kellari;20;
Paakari Puusti Kauppalankatu;Kauppalankatu 7-11;5800;Hyvinkää;1.5.2017;Anniskelu A, kaikki alkoholijuomat;Terassi;12;
Paakari Puusti Kauppalankatu;Kauppalankatu 7-11;5800;Hyvinkää;1.5.2017;Anniskelu A, kaikki alkoholijuomat;Kahvila;80;
Paalasmaan Camping;Eteläpääntie 140;83910;Juuka;18.12.2018;Ann.lupa sis. vähittäismyynnin;Sali ja terassi;100;
Paalupaikka;Tarvolantie 182;62610;Lappajärvi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Tienpuoleinen terassi;10;
Paalupaikka;Tarvolantie 182;62610;Lappajärvi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sali;40;
Paalupaikka;Tarvolantie 182;62610;Lappajärvi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Järvenpuoleinen terassi;20;
Paanan Baari;Kirveskalliontie 14;21570;Sauvo;13.4.2018;Anniskelu A, kaikki alkoholijuomat;Terassi 2;70;
Paanan Baari;Kirveskalliontie 14;21570;Sauvo;13.4.2018;Anniskelu A, kaikki alkoholijuomat;Katsomo kahvila;25;
Paanan Baari;Kirveskalliontie 14;21570;Sauvo;13.4.2018;Anniskelu A, kaikki alkoholijuomat;Katsomo VIP 1,2,3;30;
Paanan Baari;Kirveskalliontie 14;21570;Sauvo;13.4.2018;Anniskelu A, kaikki alkoholijuomat;Kabinetti;30;
Paanan Baari;Kirveskalliontie 14;21570;Sauvo;13.4.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;80;
Paapan Kapakka;Koskikatu 9;33100;Tampere;6.4.2018;Ann.lupa sis. vähittäismyynnin;Sali II krs;27;
Paapan Kapakka;Koskikatu 9;33100;Tampere;6.4.2018;Ann.lupa sis. vähittäismyynnin;Sali, I krs;90;
Paapan Kapakka;Koskikatu 9;33100;Tampere;6.4.2018;Ann.lupa sis. vähittäismyynnin;Sali, II krs.;20;
Paapan Kapakka;Koskikatu 9;33100;Tampere;6.4.2018;Ann.lupa sis. vähittäismyynnin;Terassi;165;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Juttutuvan sali, 1.kerros;128;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Juttutuvan tupa;78;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Ulkotarjoilualue, 1.kerros;93;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Juttutuvan yläsali+baari, 1.kerros;119;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Graniittisali, 1.kerros;105;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Linnakabinetti, 1.kerros;20;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Palmukabinetti, 1.kerros;9;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Linnan sisäpiha, 1.kerros;400;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Siltasaarisali, 1.kerros;170;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Siltasaariaula, 1.kerros;40;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Tivoli, 1.kerros;90;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Ala-aula, 1.kerros;200;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Westibyyliportaikko, 1.kerros;120;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Kirjasto, 1,5.kerros;20;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Kirjaston aula, 1,5. kerros;20;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Paasiravintola, 1,5-2.kerros;345;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Lasikabinetti, 1,5-2.kerros;52;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;1,5-kerroksen aula, 1,5-2.kerros;150;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;2-kerroksen aula, 1,5-2.kerros;50;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Salikabinetti, 1,5-2.kerros;30;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Matti Paasivuori kabinetti, 1,5-2.k;38;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Tarja Halonen kabinetti, 1,5-2kerro;80;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Karl Lindahl kabinetti 1,5-2kerros;100;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Juho Rissanen kabinetti 1,5-2kerros;130;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Juhlasali, 2,5-3. kerros;600;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Lämpiö, 2,5-3. kerros;90;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;2,5 kerrosaula, 2,5-3 kerros;130;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;3 kerrosaula, 2,5-3. kerros;80;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Kokousaula, 2,5-3. kerros;140;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;301 Kokoushuone;55;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;302 Kokoushuone, 2,5-3 kerros;70;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;303 Kokoushuone, 2,5-3. kerros;70;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;304 Kokoushuone, 2,5-3. kerros;70;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Parveke, 3,5-4. kerros;80;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;3,5 Kerrosaula, 3,5-4. kerros;125;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;4 Kerrosaula, 3,5-4. kerros;70;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;401 Kokoushuone, 3,5-4. kerros;57;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;355 Kokoushuone, 3,5-4. kerros;10;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;356 Kokoushuone, 3,5-4. kerros;10;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Julius von Wright kabinetti 3,5-4 k;90;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Simpukka, 4,5-5. kerros;30;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;4,5 kerrosaula, 4,5-5. kerros;70;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;5-kerrosaula, 4,5-5. kerros;25;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Johtokunta, 4,5-5. kerros;36;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;501 Kokoushuone, 4,5-5. kerros;57;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Takkahuone, 6. kerros;20;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Kattoterassi, 6. kerros;20;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Meripaviljonki;200;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Meripaviljongin terassi;150;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Olvi kabinetti, 0 kerros;12;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Sandels kabinetti, 0 kerros;12;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Sirkussali, 0 kerros;220;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Sirkuslämpiö, 0 kerros;345;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Paasin kellari, 0 kerros;200;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Paisuntatila, 0 kerros;140;
Paasitorni Kongressikeskus;Säästöpankinranta 6;530;Helsinki;5.6.2020;Ann.lupa sis. vähittäismyynnin;Karuselli, 0-kerros;40;
Paatelan Portti;Äänekoskentie 840;44200;Äänekoski;12.5.2000;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;66;
Paatelan Portti;Äänekoskentie 840;44200;Äänekoski;12.5.2000;Anniskelu A, kaikki alkoholijuomat;Terassit;80;
Paatelan Portti;Äänekoskentie 840;44200;Äänekoski;12.5.2000;Anniskelu A, kaikki alkoholijuomat;Parvikabinetti;12;
Paavolan Pub;Saimaankatu 18;15140;Lahti;1.4.2019;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;45;
Pad Thai Baan Naa;Pakkahuoneenkatu 9;90100;Oulu;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;25;
Padel Bar Pisa;Sörnäisten rantapromenadi 1;540;Helsinki;3.6.2020;Anniskelu A, kaikki alkoholijuomat;Terassi;8;
Padel House ;Karantie 2;2630;Espoo;15.11.2019;Anniskelu A, kaikki alkoholijuomat;Lounge-tila ja kenttäalueet;1000;
Padel Kotka;Merituulentie 45;48100;Kotka;15.6.2020;Anniskelu A, kaikki alkoholijuomat;Padel Kotka ,terassialue;30;
Padel Tampere;Kirkonmäenkatu 15;33700;Tampere;15.3.2019;Anniskelu A, kaikki alkoholijuomat;Terassi;30;
Padel Tampere;Kirkonmäenkatu 15;33700;Tampere;15.3.2019;Anniskelu A, kaikki alkoholijuomat;Padel Tampere;50;
Padel Vantaa;Vetokuja 4;1610;Vantaa;22.1.2020;Anniskelu A, kaikki alkoholijuomat;Lounge-tila;15;
Padel or Coffee Bar;Jalostajankuja 4;60100;Seinäjoki;15.5.2020;Anniskelu A, kaikki alkoholijuomat;Alakerta;70;
Padel or Coffee Bar;Jalostajankuja 4;60100;Seinäjoki;15.5.2020;Anniskelu A, kaikki alkoholijuomat;Saunatila;7;
Padel or Coffee Bar;Jalostajankuja 4;60100;Seinäjoki;15.5.2020;Anniskelu A, kaikki alkoholijuomat;Terassi;25;
Padel or Coffee Bar;Jalostajankuja 4;60100;Seinäjoki;15.5.2020;Anniskelu A, kaikki alkoholijuomat;Yläkerta;80;
Pahkalanniemi Camping;Urheilukatu 30;39700;Parkano;7.8.2020;Anniskelu A, kaikki alkoholijuomat;Vastaanottorakennus;40;
Pahkalanniemi Camping;Urheilukatu 30;39700;Parkano;7.8.2020;Anniskelu A, kaikki alkoholijuomat;Saunatupa;15;
Pahkalanniemi Camping;Urheilukatu 30;39700;Parkano;7.8.2020;Anniskelu A, kaikki alkoholijuomat;Terassi;30;
Paijan Maatilamajoitus;Köllintie 20;32100;Ypäjä;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sali;25;
Paijan Maatilamajoitus;Köllintie 20;32100;Ypäjä;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;10;
Paikallinen Kapakka Lempäälä;Piiponraitti 1;37500;Lempäälä;1.5.2016;Anniskelu A, kaikki alkoholijuomat;Ravintola;70;
Paikallinen Kapakka Lempäälä;Piiponraitti 1;37500;Lempäälä;1.5.2016;Anniskelu A, kaikki alkoholijuomat;Terassi;65;
